newsid	title	itemid
N1670	Opinions | So this is why Trump doesn't want officials to testify	513
N30303	What Kids Did a Decade Ago That They Don't Do Anymore	1506
N40467	America's cheapest cities where everyone wants to live right now	2304
N35108	Applebee's Is Selling Boneless Wings For 25 Cents Each Because There Are So Many Sports On Right Now	1876
N23273	Best Looks: Queen Maxima of the Netherlands	1000
N18999	Why Haven't We Been Roasting Chicken Like This All Along?	684
N65039	Charlize Theron Talks 'White Privilege,' Growing Up During Apartheid in South Africa	4146
N279	Stars turning 70 in 2019	1320
N20857	100 books to read in a lifetime   according to Amazon Books editors	824
N392	Eastern German city declares 'Nazi emergency'	2211
N62124	US Fed cuts interest rates, signals it is on hold	3909
N37811	Singer Lauren Alaina Has Lost 25 Lbs. on Dancing with the Stars: 'None of My Clothes Fit'	2102
N10689	College hands out coasters that test for date rape drugs	46
N45971	Insiders predict: NFL Week 8 winners	2679
N10933	Stores that opened for business the year you were born	62
N37292	Strange balls of ice have covered a beach in Finland	2058
N10040	'Be Kind! Just Try It! I Will!': 98-Year-Old Leads Glenwood, Minn., Kindness Movement	3
N2061	Dead Car Brands American Drivers Miss	805
N53237	Exclusive: 2021 Kia Optima Could Look Like This	3263
N32780	7 Retirement Savings Mistakes Financial Advisors See Too Often	1715
N49211	Heather Locklear Completes Rehab	2950
N39498	Why it's so hard for planes to land on water	2238
N3940	The oldest town in every state	2230
N41328	Stars who've debuted shocking hair colors or styles	2368
N46655	Predicting the College Football Playoff Rankings for Week 11	2735
N51777	Joe Biden responds to criticism of his son's Ukraine dealings	3132
N36883	Kroger is rebranding with a new logo and slogan	2021
N34287	A wellness influencer told her Instagram followers that shampoo causes weight gain, but nutrition experts are calling her comments 'madness'	1820
N29582	Best Android phone 2019: which should you buy?	1449
N19845	Streaming TV Scorecard: Renewals, Cancellations and Premiere Dates	755
N4336	How Tua Tagovailoa's ankle injury affects Alabama, LSU and the college football landscape	2514
N24115	Nats Park usher runs into Davey Martinez before World Series game, shares his love of baseball and family	1060
N32889	Kurt Suzuki wears 'MAGA' hat during Nationals' White House visit	1723
N18951	Nicki Minaj gets married and more ICYMI celeb news	679
N62672	Why You Shouldn't Split Parental Responsibilities 50/50	3952
N56187	36 ways to add instant color to your home decor	3484
N42749	Tech Giants Pledge Billions for Housing, but Will It Matter?	2466
N60627	Our 39 Best Pumpkin Dessert Recipes	3795
N16636	Best, worst QB performances from NFL Week 7	506
N41694	40 Classic Thanksgiving Recipes That Deserve a Comeback	2388
N621	This Is How to Get a Free Drink on Your Flight, According to an Ex-flight Attendant	3905
N4151	Cam Newton's trip to IR forces Panthers to confront three questions sooner than expected	2378
N12827	81-year-old woman rescued from submerged car after she became trapped overnight	204
N7428	Al-Baghdadi Raid Was a Victory Built on Factors Trump Derides	4237
N29908	Federer eases past Albot into Swiss Indoors quarterfinals	1474
N40265	Poll: Majority expects Trump to win in 2020	2290
N19228	37 Vintage Recipes from the '20s Worth Trying Today	698
N23547	Disney+: All the Original TV Shows and Movies Set for Streaming Platform (Photos)	1022
N15303	GM UAW workers ponder the point of the strike in light of Ford's deal	413
N64395	J.J. Watt has sobering quote after season-ending injury	4095
N63931	Cindy Crawford and Kaia Gerber Twin in Matching Supermodel Off-Duty Looks	4061
N51627	Burger King Is Set To Launch 2 New Vegan Burgers Soon	3119
N28213	The 50 cheapest places to buy land in America	1343
N17292	People Are Floored By The Unsettling Photoshop On This Kardashian-West Family Pic	555
N36455	13 Things Sleep Experts Would Never, Ever Keep In Their Bedroom	1987
N64387	This Halloween Corn Maze Wedding Is Dark, Sophisticated, and Bone-Chillingly Beautiful	4093
N40734	50 great places for an early retirement in the US	2328
N55620	Kate Beckinsale and Len Wiseman Finalize Divorce 4 Years After Split	3443
N39520	Queen Elizabeth Has Someone on Staff Break in Her Shoes Before Wearing Them	2241
N53304	Inside a $36K a Night NYC Hotel Room	3269
N56778	50 Home Décor Horrors You Can't Look Away From	3528
N25229	How to Cut a Cake Like a Pro	1133
N11745	Rescuers race to save toddler, Sujith Wilson, trapped in well in India	127
N39627	50 Awful Foods That Should Never Be in Your Kitchen	2249
N62107	This 2020 Toyota Supra Got LS V8-Swapped But Not With The Engine You Think	3907
N32004	Maryland man, 46, gets probation after he killed a father and his four daughters when his SUV crossed a median and slammed into their minivan	1648
N63779	Most adults over 50 would rather die than do this	4048
N14761	Niagara Falls: Boat stuck on rocks 101 years dislodged	371
N36053	The one restaurant you need to visit in every state	1951
N7943	How much Social Security you could get from a $75,000 salary	4267
N12761	Popeyes' chicken sandwich is back on the menu, but it seems smaller and less exciting the second time around	199
N6432	The One Thing You Should Start Doing with Your Butter Wrapper	4091
N1169	Here's What Bill Belichick Told Patriots' Defense In Sideline Huddles Vs. Jets	122
N47823	America's Most and Least Educated States	2845
N52720	54 Words Even Smart People Mispronounce	3217
N36080	Fall heat wave turns 'happiest place on Earth' into hottest place in America	1952
N42846	Miranda Lambert Reveals If Husband Brendan McLoughlin Could Appear in Future Music Videos (Exclusive)	2475
N13303	He Never Smoked a Day in His Life. At 28, He Was Diagnosed With Lung Cancer.	241
N24599	Porsche Taycan Turbo S Sport Turismo runs hard at the 'Ring	1094
N41305	Samsung Galaxy S10 gets DeX support and Note 10 camera features	2367
N20856	Doorcam Shows Man Frantically Warn Neighbors as Hillside Fire Approaches	823
N22150	The 10 Hardest Math Problems That Remain Unsolved	910
N48829	Brian Tarantina, 'Marvelous Mrs. Maisel' and 'Gilmore Girls' Actor, Dies at 60	2919
N38285	Senate Republicans consider including Bidens in Trump impeachment trial	2133
N609	2019 and 2020 Full-Size Pickup Truck Rankings	3818
N15672	Man Reunited With 310-Year-Old Violin After It Was Left on a Train	444
N51840	The Last Lebanese Steakhouse in Tulsa	3139
N54755	Jim Edmonds Calls Meghan King Edmonds 'Truly Special,' Vows to 'Make It Right' After Nanny Rumor	3380
N53161	Best Places to Retire If You Can't Save Up $1,000,000	3252
N30295	A guide to the 2019 People's Choice Awards nominees' significant others	1505
N62545	The CEO taking on the gun lobby	3937
N20433	How the stock market ends the year is now up to President Trump, investors say	796
N16416	The Ukrainian orphan at the center of an adoption scandal says she's a teenager, and none of her adoptive parents' claims are true	492
N30748	Your Twin Flame Is Different Than Your Soul Mate, but Still Just as Impactful	1536
N41558	3 Reasons You Can't Rely on Medicare -- and How to Prepare Yourself	2382
N54816	You'll Want to Make These Timeless Thanksgiving Recipes for Years to Come	3382
N30228	A Texas man shot and killed his wife. He says he was sleepwalking.	1499
N32708	Why You Shouldn't Work For Money   and What To Work For Instead	1707
N55653	At long last, New Orleans opens new airport terminal -- with Café du Monde beignets	3445
N3045	20 home renovations that kill your home's value	1514
N54680	The best Trader Joe's desserts of all time	3371
N37802	4 Reasons You Should See Your Gynecologist Every Year	2101
N18626	Minnesota Vikings activate Holton Hill, waive Cameron Smith	650
N56301	10 Ways to Burn Belly Fat in 10 Minutes	3496
N11930	The most talked about movie moments of the 2010s	138
N35321	The One Food Men Should Eat Every Day	1890
N4868	Shaquille O'Neal, Charles Barkley, Kenny Smith debate NBA's China controversy	2906
N18132	Starbucks' Holiday Cups Are Back and They're Very 'Merry'   See the 4 New Designs	615
N47127	Science Says: How daylight saving time affects health	2780
N8381	Brady dresses up as 'Star Wars' stormtrooper in Instagram post	4296
N5699	These Whiskey Glasses Will Totally Change the Way You Drink	3542
N11032	Hormone Therapy for Breast Cancer	74
N35276	The 8 things you should never do in a fast-food restaurant, according to former employees	1885
N27759	12 Surprising Things You Should Never Clean with Water	1309
N64195	These Outdoor Fall Decorating Ideas Will Leave You with Serious Porch Envy	4082
N8237	16 Secrets Olive Garden Doesn't Want You to Know	4285
N3820	Jessica Simpson's Trainer Says She Wouldn't Have Lost As Much Weight If She'd Been Drinking	2128
N64875	26 biggest retail boycotts of all time	4133
N26900	Jane Fonda, Ted Danson Arrested During Ongoing Climate Change Protest	1246
N54367	Lady Gaga Splits From Dan Horton: I'm a 'Single Lady'	3351
N5948	Gingerbread houses for sale that are good enough to eat	3704
N14588	Jake Fromm proves Georgia is more than just its running game vs. Florida	357
N46963	Released surveillance: California police justify shooting of 16-year-old boy	2765
N64661	All The Ways Life As A Teen Is Different Than It Was 50 Years Ago	4119
N40195	Antonio Banderas reveals how girlfriend Nicole Kimpel saved his life by giving him an aspirin when he suffered heart attack	2283
N38621	1200-pound bison takes care of every animal on farm	2163
N6007	The 50 best films of the 2010s	3749
N37118	Long Beach toddler dies after suspected DUI crash while trick-or-treating on Halloween	2041
N63436	Today in History: October 29	4021
N48076	Whoopi Goldberg Asks Meghan McCain to 'Respect' Her 'View' Co-Hosts During Heated Discussion	2861
N14434	Opinion: Clemson getting left out of first College Football Playoff top 4 'doesn't matter'	342
N64164	Key players, storylines, coaches   Everything you need to know for the second half of NFL season	4074
N49219	Dana White on Maycee Barber: 'I love everything about this girl'	2951
N14514	The 10 best countries to travel to in 2020	350
N40583	President Trump planning to attend Alabama-LSU game this weekend	2315
N35651	Community Mourns Teen Killed On Queens Basketball Court	1921
N31453	Southern California braces for more fire weather with tinder-dry vegetation	1601
N22492	Here's How The Queen Reportedly Reacted When She Found A Slug In Her Salad	939
N21915	The Most Addictive Casseroles You're Not Making Yet	896
N24374	Elijah Cummings to be remembered by Obama, Clintons at funeral	1079
N55043	Ex-SS guard on trial: I saw people led into gas chamber	3402
N63612	The South Korean teens so addicted to phones they're going into detox	4030
N7810	Jessica Simpson and 25 More Celebs Who Got Richer From Their Second Jobs	4257
N46229	Meghan Markle Personally Calls British Politician to Thank Her for Orchestrating Letter of 'Solidarity'	2704
N6591	Predicting landing spots for the top 25 MLB free agents	4161
N23825	Two dead in head-on highway crash Saturday morning	1043
N20644	Cartoonist who sparked the craze for fiendishly tricky puzzles is BACK with a Halloween brainteaser - but can YOU find the cat among the bats?	807
N30698	Cranes remove bus partially swallowed by Pittsburgh sinkhole	1533
N53872	Brady jabs Manning, joins other athletes in costume for Halloween	3314
N27158	Anna Faris Sparks Engagement Rumors With Boyfriend Michael Barrett	1267
N55189	'Wheel Of Fortune' Guest Delivers Hilarious, Off The Rails Introduction	3410
N49953	36 Old Words We Use Today but with New Meanings	2995
N31891	A man went viral for snubbing Mitch McConnell at Elijah Cummings's memorial. He says there's more to the story.	1639
N63074	Official: Heavily armed man arrested in Mexico not linked to deadly ambush	3987
N60281	'Knit Wits' Club for Seniors Warming Hearts Through Knitting	3763
N57318	A 2,000-pound great white shark is swimming off the coast of Florida	3561
N46996	Boston youth football coach arrested for disorderly conduct during game	2770
N44030	Ballet star, 100, shares optimism and other secrets to long life	2561
N50092	Glenn Close 'Can't Wait' to See Emma Stone Succeed Her as Cruella de Vil	3016
N24075	This is What Will Happen When Queen Elizabeth Dies	1055
N39044	11 tips for surviving a long-haul flight in economy	2196
N53880	The megaprojects that changed countries forever	3316
N63054	Earl Thomas reportedly yells at Pete Carroll, then ignores him postgame	3985
N26220	The 2019-20 NBA Season	1197
N59608	Visitors Get Free Entry into Zoo for Bringing in Pumpkins for the Animals to Eat & Play With!	3717
N49229	Steelers linebacker Anthony Chickillo arrested, facing assault charges	2953
N42986	Judge strikes down new Trump rule on religious objections	2483
N59841	32 Things You Can Make in Your Air Fryer	3731
N47365	Chicago-bound Flight Turns Around Over the Atlantic After Crew Finds Suspicious Cell Phone	2799
N26333	No, I'm Not Missing Out On The 'Ultimate Love' Because I Chose Not To Be A Mom	1205
N23130	Florida Senate Votes 25-15 Not To Reinstate Former Sheriff Scott Israel	991
